"","effect","cause","menas"
"604","L_elongatus","V_moorii","Mean   :-0.144660174419922"
"605","L_elongatus","V_moorii","3rd Qu.:0.485593941930479"
"606","L_elongatus","V_moorii","Max.   :3.79862784247976"
"607","L_elongatus","X_papilio","Min.   :-2.41850060169024"
"608","L_elongatus","X_papilio","1st Qu.:-0.576729480072965"
"609","L_elongatus","X_papilio","Median :0.114804281297341"
"610","L_elongatus","X_papilio","Mean   :0.111333168131392"
"611","L_elongatus","X_papilio","3rd Qu.:0.439165956927982"
"612","L_elongatus","X_papilio","Max.   :2.6837770656824"
"613","H_microlepis","H_microlepis","Min.   :0.303679284429895"
"614","H_microlepis","H_microlepis","1st Qu.:0.546449900464499"
"615","H_microlepis","H_microlepis","Median :0.547653939872183"
"616","H_microlepis","H_microlepis","Mean   :0.550379564655308"
"617","H_microlepis","H_microlepis","3rd Qu.:0.553936976510879"
"618","H_microlepis","H_microlepis","Max.   :0.716835976950039"
"619","Paracyprichromisspp","Paracyprichromisspp","Min.   :0.337997349528932"
"620","Paracyprichromisspp","Paracyprichromisspp","1st Qu.:0.624091902375481"
"621","Paracyprichromisspp","Paracyprichromisspp","Median :0.627637758141632"
"622","Paracyprichromisspp","Paracyprichromisspp","Mean   :0.627524040586074"
"623","Paracyprichromisspp","Paracyprichromisspp","3rd Qu.:0.637987334415626"
"624","Paracyprichromisspp","Paracyprichromisspp","Max.   :0.711206256564125"
"625","Paracyprichromisspp","H_microlepis","Min.   :-0.362661087574958"
"626","Paracyprichromisspp","H_microlepis","1st Qu.:-0.289160621420511"
"627","Paracyprichromisspp","H_microlepis","Median :-0.280968517221312"
"628","Paracyprichromisspp","H_microlepis","Mean   :-0.280134571414644"
"629","Paracyprichromisspp","H_microlepis","3rd Qu.:-0.277220715949113"
"630","Paracyprichromisspp","H_microlepis","Max.   :-0.0714862633526056"
"631","Paracyprichromisspp","L_lemairii","Min.   :-0.138261536137001"
"632","Paracyprichromisspp","L_lemairii","1st Qu.:-0.0952835647865503"
"633","Paracyprichromisspp","L_lemairii","Median :-0.0880355822922755"
"634","Paracyprichromisspp","L_lemairii","Mean   :-0.0879971867130742"
"635","Paracyprichromisspp","L_lemairii","3rd Qu.:-0.0842760631494427"
"636","Paracyprichromisspp","L_lemairii","Max.   :-0.0214902942807881"
"637","T_moorii","T_moorii","Min.   :0.224388007950833"
"638","T_moorii","T_moorii","1st Qu.:0.354323047679067"
"639","T_moorii","T_moorii","Median :0.397561644238647"
"640","T_moorii","T_moorii","Mean   :0.424011543746253"
"641","T_moorii","T_moorii","3rd Qu.:0.493133654384463"
"642","T_moorii","T_moorii","Max.   :0.663010684734671"
"643","T_moorii","I_loocki","Min.   :-0.618778235347742"
"644","T_moorii","I_loocki","1st Qu.:-0.416246719298531"
"645","T_moorii","I_loocki","Median :-0.235474911051021"
"646","T_moorii","I_loocki","Mean   :-0.250794186374856"
"647","T_moorii","I_loocki","3rd Qu.:-0.110798185518928"
"648","T_moorii","I_loocki","Max.   :0.143265567733663"
"649","T_moorii","J_ornatus","Min.   :-0.343108893100777"
"650","T_moorii","J_ornatus","1st Qu.:-0.0262045326147407"
"651","T_moorii","J_ornatus","Median :0.122815212832743"
"652","T_moorii","J_ornatus","Mean   :0.108630870299684"
"653","T_moorii","J_ornatus","3rd Qu.:0.174648941837756"
"654","T_moorii","J_ornatus","Max.   :0.950643617496662"
"655","T_moorii","L_callipterus","Min.   :-0.208448124607182"
"656","T_moorii","L_callipterus","1st Qu.:0.205824755036367"
"657","T_moorii","L_callipterus","Median :0.328722866679784"
"658","T_moorii","L_callipterus","Mean   :0.362742556643771"
"659","T_moorii","L_callipterus","3rd Qu.:0.479108386283451"
"660","T_moorii","L_callipterus","Max.   :0.923599903190076"
"661","T_moorii","L_labiatus","Min.   :-0.520745176953854"
"662","T_moorii","L_labiatus","1st Qu.:-0.358871649381317"
"663","T_moorii","L_labiatus","Median :-0.318501017857232"
"664","T_moorii","L_labiatus","Mean   :-0.297166178680029"
"665","T_moorii","L_labiatus","3rd Qu.:-0.247523439338166"
"666","T_moorii","L_labiatus","Max.   :-0.0445435223723013"
"667","T_moorii","L_tanganicanus","Min.   :-0.589971366439556"
"668","T_moorii","L_tanganicanus","1st Qu.:-0.41283968928455"
"669","T_moorii","L_tanganicanus","Median :-0.272984882257432"
"670","T_moorii","L_tanganicanus","Mean   :-0.299000824430621"
"671","T_moorii","L_tanganicanus","3rd Qu.:-0.22022705499372"
"672","T_moorii","L_tanganicanus","Max.   :0.0979386820356077"
"673","T_moorii","N_fasciatus","Min.   :-0.350005292446473"
"674","T_moorii","N_fasciatus","1st Qu.:-0.204607909188413"
"675","T_moorii","N_fasciatus","Median :-0.0853977370593267"
"676","T_moorii","N_fasciatus","Mean   :-0.0513568300163332"
"677","T_moorii","N_fasciatus","3rd Qu.:0.115905160635601"
"678","T_moorii","N_fasciatus","Max.   :0.343374166385018"
"679","T_moorii","N_sexfasciatus","Min.   :-0.305328663947532"
"680","T_moorii","N_sexfasciatus","1st Qu.:0.0443534721707806"
"681","T_moorii","N_sexfasciatus","Median :0.180832204304116"
"682","T_moorii","N_sexfasciatus","Mean   :0.154393754871714"
"683","T_moorii","N_sexfasciatus","3rd Qu.:0.288737400989179"
"684","T_moorii","N_sexfasciatus","Max.   :0.45228137676959"
"685","T_moorii","O_ventralis","Min.   :-0.186210883107368"
"686","T_moorii","O_ventralis","1st Qu.:-0.044812627685953"
"687","T_moorii","O_ventralis","Median :-0.00551898933096878"
"688","T_moorii","O_ventralis","Mean   :0.0177692327143596"
"689","T_moorii","O_ventralis","3rd Qu.:0.0866590687591561"
"690","T_moorii","O_ventralis","Max.   :0.274113731624704"
"691","T_moorii","Paracyprichromisspp","Min.   :-0.0831100621303751"
"692","T_moorii","Paracyprichromisspp","1st Qu.:0.251042305038676"
"693","T_moorii","Paracyprichromisspp","Median :0.376209964824036"
"694","T_moorii","Paracyprichromisspp","Mean   :0.380490323612914"
"695","T_moorii","Paracyprichromisspp","3rd Qu.:0.51065838311691"
"696","T_moorii","Paracyprichromisspp","Max.   :0.81960126079486"
"697","T_moorii","P_microlepis","Min.   :-0.337896142538957"
"698","T_moorii","P_microlepis","1st Qu.:-0.0397953726757752"
"699","T_moorii","P_microlepis","Median :0.0622714505414768"
"700","T_moorii","P_microlepis","Mean   :0.0726070951425198"
"701","T_moorii","P_microlepis","3rd Qu.:0.196172212418332"
"702","T_moorii","P_microlepis","Max.   :0.407128120632332"
"703","T_moorii","P_trewavasae","Min.   :-0.13076554986767"
"704","T_moorii","P_trewavasae","1st Qu.:0.0512203259564547"
"705","T_moorii","P_trewavasae","Median :0.1422187434595"
"706","T_moorii","P_trewavasae","Mean   :0.14074702000735"
"707","T_moorii","P_trewavasae","3rd Qu.:0.238210575600914"
"708","T_moorii","P_trewavasae","Max.   :0.394253654585396"
"709","T_moorii","T_vittatus","Min.   :-0.478264162092883"
"710","T_moorii","T_vittatus","1st Qu.:-0.00118488767007676"
"711","T_moorii","T_vittatus","Median :0.376419644921481"
"712","T_moorii","T_vittatus","Mean   :0.367578177248351"
"713","T_moorii","T_vittatus","3rd Qu.:0.756446090055922"
"714","T_moorii","T_vittatus","Max.   :1.00290802271997"
"715","T_moorii","X_papilio","Min.   :-0.344605886326446"
"716","T_moorii","X_papilio","1st Qu.:-0.176834842075213"
"717","T_moorii","X_papilio","Median :-0.0645101223700467"
"718","T_moorii","X_papilio","Mean   :-0.0821440924701539"
"719","T_moorii","X_papilio","3rd Qu.:0.0110049520638796"
"720","T_moorii","X_papilio","Max.   :0.238087472287385"
"721","L_attenuatus","L_attenuatus","Min.   :-1.19413907009544"
"722","L_attenuatus","L_attenuatus","1st Qu.:-0.135991859598144"
"723","L_attenuatus","L_attenuatus","Median :0.174735571988259"
"724","L_attenuatus","L_attenuatus","Mean   :0.486874678951034"
"725","L_attenuatus","L_attenuatus","3rd Qu.:1.24689209595437"
"726","L_attenuatus","L_attenuatus","Max.   :2.47464677131304"
"727","L_attenuatus","P_trewavasae","Min.   :-0.435344987376664"
"728","L_attenuatus","P_trewavasae","1st Qu.:-0.0279077049540517"
"729","L_attenuatus","P_trewavasae","Median :0.212121135750289"
"730","L_attenuatus","P_trewavasae","Mean   :0.291223955492082"
"731","L_attenuatus","P_trewavasae","3rd Qu.:0.584380456153817"
"732","L_attenuatus","P_trewavasae","Max.   :1.35096190080273"
"733","L_labiatus","L_labiatus","Min.   :-4.70666499925703"
"734","L_labiatus","L_labiatus","1st Qu.:-1.7008619258344"
"735","L_labiatus","L_labiatus","Median :0.317358100312633"
"736","L_labiatus","L_labiatus","Mean   :-0.36654463833833"
"737","L_labiatus","L_labiatus","3rd Qu.:1.115671465127"
"738","L_labiatus","L_labiatus","Max.   :2.48536931162459"
"739","L_labiatus","L_attenuatus","Min.   :-6.15878730308981"
"740","L_labiatus","L_attenuatus","1st Qu.:-1.19632377551992"
"741","L_labiatus","L_attenuatus","Median :0.338741673767384"
"742","L_labiatus","L_attenuatus","Mean   :0.22706261578283"
"743","L_labiatus","L_attenuatus","3rd Qu.:2.18111688053484"
"744","L_labiatus","L_attenuatus","Max.   :10.2657321124249"
"745","L_tanganicanus","L_tanganicanus","Min.   :-1.01435893820734"
"746","L_tanganicanus","L_tanganicanus","1st Qu.:-0.821863654743327"
"747","L_tanganicanus","L_tanganicanus","Median :-0.706287875505053"
"748","L_tanganicanus","L_tanganicanus","Mean   :-0.686243032301267"
"749","L_tanganicanus","L_tanganicanus","3rd Qu.:-0.579064956799849"
"750","L_tanganicanus","L_tanganicanus","Max.   :-0.292195941495917"
"751","L_tanganicanus","L_attenuatus","Min.   :-0.0233981556177138"
"752","L_tanganicanus","L_attenuatus","1st Qu.:0.999865297417929"
"753","L_tanganicanus","L_attenuatus","Median :1.49155199275647"
"754","L_tanganicanus","L_attenuatus","Mean   :1.31350850934457"
"755","L_tanganicanus","L_attenuatus","3rd Qu.:1.68068445965801"
"756","L_tanganicanus","L_attenuatus","Max.   :1.97816055959034"
"757","L_tanganicanus","L_callipterus","Min.   :-0.297113508063695"
"758","L_tanganicanus","L_callipterus","1st Qu.:-0.102079268893728"
"759","L_tanganicanus","L_callipterus","Median :0.0921921257590971"
"760","L_tanganicanus","L_callipterus","Mean   :0.115929251719108"
"761","L_tanganicanus","L_callipterus","3rd Qu.:0.278774111981154"
"762","L_tanganicanus","L_callipterus","Max.   :0.7880091362865"
"763","L_tanganicanus","L_dardennii","Min.   :-0.389438570574203"
"764","L_tanganicanus","L_dardennii","1st Qu.:-0.187016133551461"
"765","L_tanganicanus","L_dardennii","Median :-0.0393832209179097"
"766","L_tanganicanus","L_dardennii","Mean   :-0.0427908575601942"
"767","L_tanganicanus","L_dardennii","3rd Qu.:0.113606168681424"
"768","L_tanganicanus","L_dardennii","Max.   :0.331172450845125"
"769","X_papilio","X_papilio","Min.   :-1.36094824255213"
"770","X_papilio","X_papilio","1st Qu.:-0.476624468379235"
"771","X_papilio","X_papilio","Median :-0.111382060490792"
"772","X_papilio","X_papilio","Mean   :-0.0574303832962728"
"773","X_papilio","X_papilio","3rd Qu.:0.253716705006498"
"774","X_papilio","X_papilio","Max.   :1.45332196863269"
"775","X_papilio","L_attenuatus","Min.   :-1.03979636335475"
"776","X_papilio","L_attenuatus","1st Qu.:0.988579056676396"
"777","X_papilio","L_attenuatus","Median :1.5921427147683"
"778","X_papilio","L_attenuatus","Mean   :1.57778152422516"
"779","X_papilio","L_attenuatus","3rd Qu.:1.92942204848583"
"780","X_papilio","L_attenuatus","Max.   :4.25160674547729"
"781","X_papilio","L_callipterus","Min.   :-2.85907321769447"
"782","X_papilio","L_callipterus","1st Qu.:-1.04720334221485"
"783","X_papilio","L_callipterus","Median :-0.382137612122322"
"784","X_papilio","L_callipterus","Mean   :-0.531312940327385"
"785","X_papilio","L_callipterus","3rd Qu.:-0.0347675079442698"
"786","X_papilio","L_callipterus","Max.   :0.943806561543228"
"787","X_papilio","N_fasciatus","Min.   :-1.64728748821273"
"788","X_papilio","N_fasciatus","1st Qu.:-0.602297018909258"
"789","X_papilio","N_fasciatus","Median :0.223206632589177"
"790","X_papilio","N_fasciatus","Mean   :-0.0217183502436479"
"791","X_papilio","N_fasciatus","3rd Qu.:0.754945320939019"
"792","X_papilio","N_fasciatus","Max.   :1.42928114926836"
"793","X_papilio","T_moorii","Min.   :-1.10408501883914"
"794","X_papilio","T_moorii","1st Qu.:-0.53971927825675"
"795","X_papilio","T_moorii","Median :-0.0403963294361207"
"796","X_papilio","T_moorii","Mean   :-0.106052544033418"
"797","X_papilio","T_moorii","3rd Qu.:0.24922929291845"
"798","X_papilio","T_moorii","Max.   :0.899448485841594"
"799","X_papilio","T_vittatus","Min.   :-2.19764359742871"
"800","X_papilio","T_vittatus","1st Qu.:-0.745627707597484"
"801","X_papilio","T_vittatus","Median :-0.497826457311535"
"802","X_papilio","T_vittatus","Mean   :-0.401261270079978"
"803","X_papilio","T_vittatus","3rd Qu.:-0.148931398321419"
"804","X_papilio","T_vittatus","Max.   :1.23672733147157"
"805","X_papilio","V_moorii","Min.   :-0.500055060807414"
"806","X_papilio","V_moorii","1st Qu.:-0.0744318334503867"
"807","X_papilio","V_moorii","Median :0.111955684630998"
"808","X_papilio","V_moorii","Mean   :0.166263419550921"
"809","X_papilio","V_moorii","3rd Qu.:0.412096378057424"
"810","X_papilio","V_moorii","Max.   :1.08718792291388"
"811","V_moorii","V_moorii","Min.   :-3.09310760725845"
"812","V_moorii","V_moorii","1st Qu.:-0.217134533196525"
"813","V_moorii","V_moorii","Median :0.247851179361407"
"814","V_moorii","V_moorii","Mean   :0.0865064352122238"
"815","V_moorii","V_moorii","3rd Qu.:0.544844245991162"
"816","V_moorii","V_moorii","Max.   :2.00551096526591"
"817","V_moorii","L_dardennii","Min.   :-2.47276631368036"
"818","V_moorii","L_dardennii","1st Qu.:-1.13549616157754"
"819","V_moorii","L_dardennii","Median :-0.67928425016178"
"820","V_moorii","L_dardennii","Mean   :-0.630516580920441"
"821","V_moorii","L_dardennii","3rd Qu.:0.131077189386069"
"822","V_moorii","L_dardennii","Max.   :0.737153200422789"
"823","V_moorii","L_elongatus","Min.   :-2.55649684644273"
"824","V_moorii","L_elongatus","1st Qu.:-0.817944098668502"
"825","V_moorii","L_elongatus","Median :-0.205948292765918"
"826","V_moorii","L_elongatus","Mean   :-0.32605525801723"
"827","V_moorii","L_elongatus","3rd Qu.:0.207568294522645"
"828","V_moorii","L_elongatus","Max.   :1.48776363422976"
"829","V_moorii","O_ventralis","Min.   :-2.72000752177365"
"830","V_moorii","O_ventralis","1st Qu.:-0.633932761800272"
"831","V_moorii","O_ventralis","Median :0.0582530607324932"
"832","V_moorii","O_ventralis","Mean   :-0.212048812037302"
"833","V_moorii","O_ventralis","3rd Qu.:0.487804243660318"
"834","V_moorii","O_ventralis","Max.   :1.97633943602775"
"835","V_moorii","T_moorii","Min.   :-1.98499520807762"
"836","V_moorii","T_moorii","1st Qu.:-0.621746122360095"
"837","V_moorii","T_moorii","Median :0.14960400490572"
"838","V_moorii","T_moorii","Mean   :-0.00337542872466115"
"839","V_moorii","T_moorii","3rd Qu.:0.574572980771519"
"840","V_moorii","T_moorii","Max.   :1.23102132185822"
"841","T_temporalis","T_temporalis","Min.   :-4.39161354927968"
"842","T_temporalis","T_temporalis","1st Qu.:-1.41638269402927"
"843","T_temporalis","T_temporalis","Median :-0.229098367327203"
"844","T_temporalis","T_temporalis","Mean   :-0.523677393986172"
"845","T_temporalis","T_temporalis","3rd Qu.:0.78697194620517"
"846","T_temporalis","T_temporalis","Max.   :3.04815856925779"
"847","T_temporalis","L_elongatus","Min.   :-4.79022697364683"
"848","T_temporalis","L_elongatus","1st Qu.:-1.62536067783776"
"849","T_temporalis","L_elongatus","Median :-0.198541745596502"
"850","T_temporalis","L_elongatus","Mean   :-0.307952744441276"
"851","T_temporalis","L_elongatus","3rd Qu.:0.564068546795838"
"852","T_temporalis","L_elongatus","Max.   :5.8330654283102"
"853","P_polyodon","P_polyodon","Min.   :-0.775945482363015"
"854","P_polyodon","P_polyodon","1st Qu.:-0.263202901024649"
"855","P_polyodon","P_polyodon","Median :0.0887712354783023"
"856","P_polyodon","P_polyodon","Mean   :0.0096211840404"
"857","P_polyodon","P_polyodon","3rd Qu.:0.281911840883971"
"858","P_polyodon","P_polyodon","Max.   :0.592914933683813"
"859","P_polyodon","L_tanganicanus","Min.   :-2.55381449913518"
"860","P_polyodon","L_tanganicanus","1st Qu.:-0.22987583616548"
"861","P_polyodon","L_tanganicanus","Median :-0.014788556167177"
"862","P_polyodon","L_tanganicanus","Mean   :0.22043203878482"
"863","P_polyodon","L_tanganicanus","3rd Qu.:0.797646627952764"
"864","P_polyodon","L_tanganicanus","Max.   :2.78122042078144"
"865","P_polyodon","T_vittatus","Min.   :-1.40379498236495"
"866","P_polyodon","T_vittatus","1st Qu.:-0.255905938159534"
"867","P_polyodon","T_vittatus","Median :-0.0775997619962096"
"868","P_polyodon","T_vittatus","Mean   :0.00628679165433175"
"869","P_polyodon","T_vittatus","3rd Qu.:0.446985942270488"
"870","P_polyodon","T_vittatus","Max.   :1.08003632103336"
"871","P_polyodon","V_moorii","Min.   :-0.647773743326423"
"872","P_polyodon","V_moorii","1st Qu.:-0.151218721506853"
"873","P_polyodon","V_moorii","Median :0.0166809412052918"
"874","P_polyodon","V_moorii","Mean   :-0.0111658839537175"
"875","P_polyodon","V_moorii","3rd Qu.:0.161170944471994"
"876","P_polyodon","V_moorii","Max.   :0.472931083523505"
"877","S_multipunctatus","S_multipunctatus","Min.   :-1.11150398481293"
"878","S_multipunctatus","S_multipunctatus","1st Qu.:-0.521324938076711"
"879","S_multipunctatus","S_multipunctatus","Median :-0.159062459230838"
"880","S_multipunctatus","S_multipunctatus","Mean   :-0.0157356533959357"
"881","S_multipunctatus","S_multipunctatus","3rd Qu.:0.278069133072354"
"882","S_multipunctatus","S_multipunctatus","Max.   :1.90554875587525"
"883","S_multipunctatus","N_fasciatus","Min.   :-1.96245301725722"
"884","S_multipunctatus","N_fasciatus","1st Qu.:-0.984930964937475"
"885","S_multipunctatus","N_fasciatus","Median :-0.273925145115156"
"886","S_multipunctatus","N_fasciatus","Mean   :-0.382938551174847"
"887","S_multipunctatus","N_fasciatus","3rd Qu.:0.153339444484974"
"888","S_multipunctatus","N_fasciatus","Max.   :1.10190630818584"
"889","S_multipunctatus","N_sexfasciatus","Min.   :-0.783264320934657"
"890","S_multipunctatus","N_sexfasciatus","1st Qu.:0.154347194733374"
"891","S_multipunctatus","N_sexfasciatus","Median :0.609873336586647"
"892","S_multipunctatus","N_sexfasciatus","Mean   :0.585616524032486"
"893","S_multipunctatus","N_sexfasciatus","3rd Qu.:1.06025400183091"
"894","S_multipunctatus","N_sexfasciatus","Max.   :2.0569241495151"
"895","S_multipunctatus","T_vittatus","Min.   :-3.6817358017805"
"896","S_multipunctatus","T_vittatus","1st Qu.:-0.757243429936108"
"897","S_multipunctatus","T_vittatus","Median :-0.144511376786283"
"898","S_multipunctatus","T_vittatus","Mean   :-0.325893693247719"
"899","S_multipunctatus","T_vittatus","3rd Qu.:0.126053386041481"
"900","S_multipunctatus","T_vittatus","Max.   :2.28366592730366"
"901","S_multipunctatus","X_papilio","Min.   :-0.86547610082958"
"902","S_multipunctatus","X_papilio","1st Qu.:-0.0684928992303658"
"903","S_multipunctatus","X_papilio","Median :0.174426439370813"
"904","S_multipunctatus","X_papilio","Mean   :0.229396605270603"
"905","S_multipunctatus","X_papilio","3rd Qu.:0.559541844688566"
"906","S_multipunctatus","X_papilio","Max.   :1.30923504324874"
